SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,MSZoning,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,House_Age,Remod_Age,Garage_Age,Remod_Age_Avg
106000,24.0,2016,304.0,0,630,630,672,1302,0,2,1,6,0,440,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,160,5,5,51,51,51.0,51.0
325000,98.0,12256,362.0,1032,1463,1500,1122,2622,1,2,1,9,2,712,186,32,RL,None,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,27,26,27.0,26.5
181000,0.0,8063,0.0,0,924,948,742,1690,0,2,1,7,1,463,100,48,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Abnorml,60,6,5,21,21,21.0,21.0
280000,107.0,11362,42.0,1039,1836,1836,0,1836,1,2,0,7,1,862,125,185,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,8,5,17,16,17.0,16.5
188000,0.0,8000,0.0,219,773,773,885,1658,1,2,1,8,1,431,224,84,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,26,25,26.0,25.5
129900,73.0,7100,0.0,708,816,816,0,816,1,1,0,5,0,308,0,0,RL,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,7,64,64,64.0,64.0
134500,66.0,8923,0.0,643,1008,1008,0,1008,1,1,0,6,0,240,0,18,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,5,7,68,15,68.0,41.5
117000,90.0,5400,0.0,415,833,833,0,833,0,1,0,4,0,326,0,0,RL,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,20,5,7,67,21,66.0,44.0
318000,93.0,12085,328.0,1004,1734,1734,0,1734,1,2,0,7,1,928,0,0,RL,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,8,5,14,14,14.0,14.0
184100,0.0,7750,0.0,353,408,779,640,1419,1,2,1,7,1,527,120,0,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,80,8,5,19,19,19.0,19.0
130000,57.0,9764,0.0,702,894,894,0,894,1,1,0,5,0,450,0,0,RL,None,IR1,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,5,7,54,18,54.0,36.0
140000,85.0,13825,0.0,0,533,1021,580,1601,0,1,0,6,0,300,280,34,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min2,None,BuiltIn,RFn,TA,TA,Y,None,None,WD,Normal,80,5,6,63,34,63.0,48.5
118400,59.0,8263,0.0,0,1012,1012,0,1012,0,1,0,6,1,308,0,22,RM,None,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,30,6,5,101,71,101.0,86.0
212900,84.0,10084,196.0,24,1552,1552,0,1552,0,2,0,7,0,782,144,20,RL,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,16,15,16.0,15.5
112000,0.0,8926,0.0,0,672,960,0,960,0,1,0,5,0,288,64,0,RL,None,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Basment,Unf,TA,TA,Y,MnPrv,None,COD,Abnorml,20,4,3,65,65,65.0,65.0
118000,50.0,9405,0.0,0,698,698,0,698,0,1,0,4,0,0,0,200,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,TA,Ex,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,20,5,9,74,13,0.0,43.5
163900,0.0,9125,170.0,0,384,812,670,1482,0,2,1,7,1,392,100,25,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,80,7,5,29,29,29.0,29.0
115000,60.0,10434,0.0,0,1005,1005,0,1005,0,1,0,5,1,672,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Fa,Typ,TA,Detchd,Unf,Fa,Fa,Y,None,None,WD,Normal,20,4,5,66,66,44.0,66.0
174000,53.0,3684,130.0,0,1373,1555,0,1555,0,2,0,7,1,660,143,20,RL,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,120,7,5,14,14,14.0,14.0
215000,59.0,11796,0.0,0,847,847,1112,1959,0,2,1,8,1,434,100,48,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,17,16,17.0,16.5
140000,60.0,7200,180.0,936,936,936,0,936,1,1,0,4,0,672,49,0,RM,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,90,5,5,41,41,41.0,41.0
135000,65.0,7804,0.0,622,1122,1328,653,1981,1,2,0,7,2,576,431,44,RL,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,WdShing,Plywood,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Min2,TA,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,50,4,3,93,71,40.0,82.0
93500,63.0,10712,0.0,212,974,974,0,974,0,1,0,5,0,0,0,28,RL,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,MnPrv,None,Oth,Abnorml,20,5,5,30,29,0.0,29.5
117500,90.0,9900,0.0,0,1008,1178,1032,2210,0,2,0,8,0,205,0,48,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasW,TA,Y,SBrkr,Fa,Typ,None,Detchd,Unf,Fa,TA,N,None,None,WD,Normal,70,6,4,141,71,91.0,106.0
239500,80.0,9828,0.0,584,1128,1142,878,2020,0,2,1,8,1,466,0,155,RL,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,8,5,26,26,26.0,26.0
169000,57.0,8773,0.0,0,916,916,684,1600,0,2,1,7,1,460,100,38,RL,None,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,24,24,24.0,24.0
102000,60.0,6180,0.0,0,960,986,0,986,0,1,0,5,1,180,0,128,RM,None,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,6,5,95,71,95.0,83.0
119000,80.0,9600,0.0,280,1032,1032,220,1252,0,1,0,6,0,288,0,0,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD,Abnorml,50,6,5,71,71,71.0,71.0
94000,54.0,6342,0.0,0,780,780,240,1020,0,1,0,6,0,0,0,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,None,None,None,None,None,N,None,None,WD,Normal,50,5,8,146,25,0.0,85.5
196000,0.0,9819,0.0,1567,1567,1567,0,1567,1,2,0,5,2,714,264,32,RL,None,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,Plywood,ImStucc,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,6,5,44,44,44.0,44.0
139000,60.0,7350,0.0,852,952,952,0,952,1,1,0,4,0,840,0,0,RL,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,COD,Abnorml,20,5,7,70,70,33.0,70.0
80000,0.0,9000,0.0,288,1006,1006,0,1006,0,1,0,5,0,0,0,24,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD,Normal,20,5,3,62,62,0.0,62.0
80000,60.0,12180,0.0,348,672,672,252,924,1,1,0,5,0,280,0,0,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,Grav,Fa,N,FuseA,Fa,Typ,None,Detchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,190,4,4,80,71,80.0,75.5
149000,52.0,6240,0.0,0,1042,1042,534,1576,0,1,0,8,1,225,0,0,RM,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Family,50,5,6,93,71,93.0,82.0
180000,0.0,11200,85.0,1258,1298,1298,0,1298,1,2,0,5,1,403,165,26,RL,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Shng,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,20,6,5,36,36,36.0,36.0
174500,75.0,12000,0.0,275,704,860,704,1564,0,1,1,7,1,234,0,0,RL,None,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Fa,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,70,7,7,80,71,80.0,75.5
116900,0.0,5700,0.0,0,572,572,539,1111,0,1,0,5,1,288,0,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,50,7,7,95,71,39.0,83.0
143000,50.0,9000,0.0,624,650,832,650,1482,0,1,0,7,0,324,0,0,RM,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2Story,Hip,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,70,7,9,101,33,91.0,67.0
149900,134.0,17755,132.0,176,1466,1466,0,1466,0,1,1,6,2,528,0,140,RL,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Fa,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,5,4,62,62,62.0,62.0
120500,0.0,5890,0.0,538,816,816,0,816,0,1,0,5,0,432,0,0,RM,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,6,8,91,14,19.0,52.5
179900,85.0,9350,0.0,633,1219,1265,0,1265,0,2,0,6,1,502,0,92,RL,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,MnPrv,None,WD,Normal,80,5,8,56,22,56.0,39.0
230000,34.0,5001,166.0,904,1314,1314,0,1314,1,2,0,6,1,626,172,62,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,120,7,5,14,13,13.0,13.5
235128,92.0,11932,186.0,0,1580,1580,0,1580,0,2,0,7,0,830,0,24,RL,None,Reg,Lvl,FR2,Gtl,Somerst,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,ConLD,Partial,20,8,5,14,13,13.0,13.5
185000,76.0,9120,270.0,442,901,943,933,1876,0,2,1,8,1,540,0,69,RL,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,Gd,TA,Y,None,None,WD,Normal,60,6,6,47,47,47.0,47.0
146000,24.0,2280,0.0,311,855,855,601,1456,0,2,1,7,1,440,26,0,RL,None,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,160,6,5,43,43,43.0,43.0
129000,109.0,8724,0.0,492,894,894,0,894,0,1,0,5,1,450,0,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,20,5,5,53,53,53.0,53.0
108959,60.0,12900,0.0,1198,1198,1258,0,1258,2,0,2,6,0,400,120,0,RL,None,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Duplex,SFoyer,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,CarPort,Unf,Fa,TA,Y,None,None,WD,Alloca,90,4,4,52,52,52.0,52.0
194000,0.0,16157,0.0,680,1360,1432,0,1432,1,1,1,5,1,588,168,180,RL,None,IR1,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD,Normal,80,5,7,43,43,43.0,43.0
233170,79.0,9541,268.0,0,1502,1502,0,1502,0,2,0,7,0,644,0,114,RL,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,20,7,5,12,12,12.0,12.0
245350,64.0,10475,72.0,0,1694,1694,0,1694,0,2,0,7,0,776,160,33,RL,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,20,8,5,13,13,13.0,13.0
173000,58.0,10852,0.0,786,959,959,712,1671,1,2,1,7,1,472,0,38,RL,None,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,6,5,21,21,21.0,21.0
235000,120.0,13728,0.0,626,1127,1236,872,2108,0,2,0,7,2,540,0,0,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,2Story,Hip,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Basment,Unf,TA,TA,Y,None,None,WD,Normal,70,6,7,86,35,86.0,60.5
171000,76.0,9880,0.0,522,1096,1118,0,1118,1,1,0,6,1,358,203,0,RL,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,GdPrv,None,WD,Normal,80,6,6,44,44,44.0,44.0
171900,35.0,4017,0.0,0,625,625,625,1250,0,2,1,5,0,625,0,54,FV,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Fin,TA,TA,Y,None,None,WD,Normal,160,7,5,15,14,15.0,14.5
239000,80.0,16560,0.0,503,952,1170,1175,2345,0,2,1,9,1,360,0,0,RL,None,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,70,6,8,89,71,89.0,80.0
119500,37.0,6951,0.0,658,876,923,0,923,1,1,0,5,0,264,362,0,RL,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,MnPrv,None,WD,Normal,20,5,5,37,36,37.0,36.5
115000,0.0,3950,0.0,468,818,818,406,1224,0,1,0,5,0,210,0,0,RM,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,None,None,WD,Normal,50,6,8,95,17,95.0,56.0
154900,54.0,7681,0.0,0,731,820,523,1343,0,1,1,7,1,186,192,0,RL,None,IR1,Lvl,FR2,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,None,None,WD,Normal,50,5,6,100,71,100.0,85.5
93000,77.0,8335,0.0,0,0,1124,0,1124,0,1,0,5,1,0,0,36,RL,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,Gd,Y,SBrkr,TA,Min2,Gd,None,None,None,None,N,None,None,WD,Normal,20,5,5,67,67,0.0,67.0
250000,0.0,11170,0.0,1216,1216,1298,1216,2514,0,2,1,8,0,693,0,0,RL,None,IR2,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,GdPrv,None,WD,Normal,60,7,5,31,30,31.0,30.5
120000,60.0,10800,0.0,821,1120,1130,0,1130,1,1,0,5,1,720,229,0,RL,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD,Normal,30,5,6,101,71,51.0,86.0
95000,107.0,10615,0.0,440,978,1014,685,1699,1,2,0,7,0,420,0,74,RL,None,IR1,Bnk,Corner,Mod,OldTown,Artery,2fmCon,2Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,CarPort,Unf,Fa,Fa,Y,None,None,WD,Abnorml,190,3,5,121,51,101.0,86.0
262000,89.0,12461,0.0,1456,1624,1624,0,1624,1,2,0,5,1,757,0,114,RL,None,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,Gable,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,GdPrv,None,WD,Normal,20,8,5,27,26,27.0,26.5
195000,68.0,8935,95.0,0,831,831,829,1660,0,2,1,7,0,493,144,68,RL,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD,Normal,60,7,5,19,19,19.0,19.0
189000,60.0,7500,0.0,0,994,1028,776,1804,0,2,1,7,1,442,140,60,RL,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD,Normal,60,7,5,22,22,22.0,22.0
